# Content anchors for `file:line` citations in docs. GENERATED — run
# `make regen-doc-links`, never hand-edit. See scripts/doc_cite_anchors.py.
#
# doc	cited-path	line	resolved-path	line-hash	context-hash
CLAUDE.md	app_globals.h	149	include/app_globals.h	17aedc246413	015cf811cb2e
docs/devel/architecture/09-home-widgets.md	led_widget.cpp	55	src/ui/panel_widgets/led_widget.cpp	64ac81bc958c	51eded48bc86
docs/devel/architecture/09-home-widgets.md	led_widget.cpp	75	src/ui/panel_widgets/led_widget.cpp	f70370936e13	67fefa70f3dc
docs/devel/architecture/09-home-widgets.md	led_widget.cpp	82	src/ui/panel_widgets/led_widget.cpp	89595a43c602	4bbc3876e765
docs/devel/architecture/09-home-widgets.md	lib/helix-xml/src/xml/parsers/lv_xml_obj_parser.c	1315	lib/helix-xml/src/xml/parsers/lv_xml_obj_parser.c	fb3a5e471983	dfc4af62345e
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	42	src/ui/panel_widget_manager.cpp	9835bdbcbe5b	50e7c16f423e
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	92	src/ui/panel_widget_manager.cpp	578fad0508d2	c3228d3c7157
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	155	src/ui/panel_widget_manager.cpp	864b9acaa55c	712e4ed37967
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	183	src/ui/panel_widget_manager.cpp	d905aa6c216b	30dac1f15117
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	885	src/ui/panel_widget_manager.cpp	fc32ec8f2464	c7388e9f6a88
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	940	src/ui/panel_widget_manager.cpp	f94acffe99a4	3664d8907255
docs/devel/architecture/09-home-widgets.md	panel_widget_manager.cpp	1019	src/ui/panel_widget_manager.cpp	2efa555a0931	8c8253fe6fe7
docs/devel/architecture/09-home-widgets.md	panel_widget_registry.cpp	55	src/ui/panel_widget_registry.cpp	157ad92113aa	53730dbd5801
docs/devel/architecture/09-home-widgets.md	panel_widget_registry.cpp	110	src/ui/panel_widget_registry.cpp	f4ecbf3fbb51	90532a855b78
docs/devel/architecture/09-home-widgets.md	panel_widget_registry.cpp	149	src/ui/panel_widget_registry.cpp	6ec2a7475f8d	e95dd2696ed8
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widget_manager.cpp	92	src/ui/panel_widget_manager.cpp	578fad0508d2	c3228d3c7157
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widget_manager.cpp	1019	src/ui/panel_widget_manager.cpp	2efa555a0931	8c8253fe6fe7
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widget_registry.cpp	55	src/ui/panel_widget_registry.cpp	157ad92113aa	53730dbd5801
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widgets/camera_widget.cpp	162	src/ui/panel_widgets/camera_widget.cpp	8bc139e67ee7	0da99256e223
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widgets/fan_stack_widget.cpp	36	src/ui/panel_widgets/fan_stack_widget.cpp	20236217d8f5	5ecca84dcf57
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widgets/heater_temp_widget.cpp	75	src/ui/panel_widgets/heater_temp_widget.cpp	69edb127ba47	4708e778f89b
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widgets/led_widget.cpp	46	src/ui/panel_widgets/led_widget.cpp	8cf30eb7aa87	a89807b24f99
docs/devel/architecture/09-home-widgets.md	src/ui/panel_widgets/motion_widget.cpp	16	src/ui/panel_widgets/motion_widget.cpp	24889eac4d55	a8478d05ec10
docs/devel/architecture/09-home-widgets.md	src/ui/ui_dialog.cpp	58	src/ui/ui_dialog.cpp	8e0d52eb82ae	cc2a54e32fa7
docs/devel/architecture/09-home-widgets.md	src/ui/ui_panel_home.cpp	415	src/ui/ui_panel_home.cpp	28690b1ff9d1	ec373781925b
docs/devel/architecture/09-home-widgets.md	src/ui/ui_sound_preview_overlay.cpp	165	src/ui/ui_sound_preview_overlay.cpp	bfc70b189a87	0b3166b7f1fd
docs/devel/architecture/09-home-widgets.md	src/ui/widgets/power_device_widget.cpp	167	src/ui/widgets/power_device_widget.cpp	07edeb294ada	bf2340e38993
docs/devel/architecture/09-home-widgets.md	theme_manager.cpp	2261	src/ui/theme_manager.cpp	7657d9c58ff9	909406c1e9d1
docs/devel/architecture/09-home-widgets.md	ui_ams_detail.cpp	408	src/ui/ui_ams_detail.cpp	6a55cb100e18	319933397f3a
docs/devel/architecture/09-home-widgets.md	ui_button.cpp	373	src/ui/ui_button.cpp	598b1114dd62	fd8bfe372d51
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	148	src/ui/ui_panel_home.cpp	7fe12e0d68b1	4cb150873a2a
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	436	src/ui/ui_panel_home.cpp	1cf279acaee8	b66f46704d48
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	447	src/ui/ui_panel_home.cpp	edc8e37a284c	2aecda109d7a
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	457	src/ui/ui_panel_home.cpp	9c41079946b0	f2dd30d788fa
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	620	src/ui/ui_panel_home.cpp	6b7125985ec7	e35c090ba0bb
docs/devel/architecture/09-home-widgets.md	ui_panel_home.cpp	635	src/ui/ui_panel_home.cpp	f4c6f57854ba	21da3500356b
docs/devel/architecture/10-theme-tokens-layout.md	include/layout_manager.h	10	include/layout_manager.h	6371494a8b13	9c8a6926ae43
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_loader.h	54	include/theme_loader.h	94ff6e12af18	c177d3afa087
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	30	include/theme_manager.h	20419df82338	bf571ebce0d5
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	71	include/theme_manager.h	2813a788429d	ed76b1b9f3f3
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	177	include/theme_manager.h	0bccbb80c324	2702e0a2262f
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	288	include/theme_manager.h	209f61ea690b	81827e29d99d
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	338	include/theme_manager.h	c5f724c397bf	9421214a146f
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	399	include/theme_manager.h	a499e7659ca4	4b45763283c4
docs/devel/architecture/10-theme-tokens-layout.md	include/theme_manager.h	781	include/theme_manager.h	c31d7b5d68fb	46996b034bd0
docs/devel/architecture/10-theme-tokens-layout.md	include/ui_breakpoint.h	26	include/ui_breakpoint.h	e952e9b61633	054ce1d127d3
docs/devel/architecture/10-theme-tokens-layout.md	include/ui_breakpoint.h	56	include/ui_breakpoint.h	a3200749a28d	1ca60935ad68
docs/devel/architecture/10-theme-tokens-layout.md	scripts/check_responsive_token_scope.py	1	scripts/check_responsive_token_scope.py	0a16f788b636	b77610e75552
docs/devel/architecture/10-theme-tokens-layout.md	scripts/check_variant_parity.py	1	scripts/check_variant_parity.py	0a16f788b636	46135ced4dbe
docs/devel/architecture/10-theme-tokens-layout.md	src/application/application.cpp	873	src/application/application.cpp	7c5069d45814	06b3186f8eee
docs/devel/architecture/10-theme-tokens-layout.md	src/application/application.cpp	1638	src/application/application.cpp	f987b38e3561	5f0d67bcd304
docs/devel/architecture/10-theme-tokens-layout.md	src/layout_manager.cpp	69	src/layout_manager.cpp	246ea00f67cc	8ab3be34d60e
docs/devel/architecture/10-theme-tokens-layout.md	src/layout_manager.cpp	111	src/layout_manager.cpp	557d5b616a4b	43c5d91b7e6f
docs/devel/architecture/10-theme-tokens-layout.md	src/system/display_settings_manager.cpp	153	src/system/display_settings_manager.cpp	f01914ae4534	240dbd25e7c9
docs/devel/architecture/10-theme-tokens-layout.md	src/system/display_settings_manager.cpp	434	src/system/display_settings_manager.cpp	96b9dc68c603	cf79623fbb03
docs/devel/architecture/10-theme-tokens-layout.md	src/system/panel_widget_config.cpp	536	src/system/panel_widget_config.cpp	82fcb79d4ec2	4153a27d07c2
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/style_configs.cpp	1	src/ui/style_configs.cpp	92e74435d51b	4df2e3b45ecd
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_loader.cpp	297	src/ui/theme_loader.cpp	5bf19cacb712	ca2f98219a47
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	209	src/ui/theme_manager.cpp	a788e71c164a	4e8f8329a49a
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	562	src/ui/theme_manager.cpp	eb38cb21959f	e24ef46c5f94
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	744	src/ui/theme_manager.cpp	da1608d97591	158a4d675482
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	910	src/ui/theme_manager.cpp	53135ab4d915	3e1d64fc70aa
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	1085	src/ui/theme_manager.cpp	c2ebb2177fd1	8d7275856b72
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	1316	src/ui/theme_manager.cpp	f548309a9a02	a0832c617ac3
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	1490	src/ui/theme_manager.cpp	46669d60739a	147169a74ac0
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	1682	src/ui/theme_manager.cpp	d8f681a326b1	84b23ef6ec56
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	1975	src/ui/theme_manager.cpp	10b0646489a9	402784fa990b
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	2252	src/ui/theme_manager.cpp	46c1590ed9c7	9e577d7da032
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager.cpp	2575	src/ui/theme_manager.cpp	db6f3af2b3ef	ba18a2365018
docs/devel/architecture/10-theme-tokens-layout.md	src/ui/theme_manager_new.cpp	53	src/ui/theme_manager_new.cpp	ad9c75c6ef39	49f710bf80ef
docs/devel/architecture/10-theme-tokens-layout.md	ui_xml/globals.xml	44	ui_xml/globals.xml	a2b4b8877000	575de9feec41
docs/devel/architecture/10-theme-tokens-layout.md	ui_xml/globals.xml	65	ui_xml/globals.xml	0d6614afacc6	2f1de9276d0e
docs/devel/architecture/10-theme-tokens-layout.md	ui_xml/globals.xml	373	ui_xml/globals.xml	1661a9340066	61cf09eb01ae
docs/devel/architecture/11-startup-shutdown.md	application.cpp	824	src/application/application.cpp	58c8c09b4b93	3b43e26fb530
docs/devel/architecture/11-startup-shutdown.md	helix_splash.cpp	83	src/helix_splash.cpp	967823feb11e	a3f4689a8490
docs/devel/architecture/11-startup-shutdown.md	include/splash_screen_manager.h	32	include/splash_screen_manager.h	fc2d0d2c6e5d	fa667e93144f
docs/devel/architecture/11-startup-shutdown.md	include/splash_status.h	22	include/splash_status.h	330a5ee75219	1292bd0cff49
docs/devel/architecture/11-startup-shutdown.md	scripts/helix-launcher.sh	452	scripts/helix-launcher.sh	58e51b4f54eb	6b9876103ce1
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	518	src/application/application.cpp	0680aaecc57f	3edcfefb9063
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	777	src/application/application.cpp	b13b8a535566	cc71f1c4f52a
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	807	src/application/application.cpp	7edb3179144e	8b41e34bfb80
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	1395	src/application/application.cpp	6ff70b5e40d3	00e03e7ce92f
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	1613	src/application/application.cpp	8c013bec5b27	aa4bf09bad41
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	1975	src/application/application.cpp	b8baf4f1954b	b7cd933c8d32
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	3348	src/application/application.cpp	2e060478a8e9	29da056ef89b
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	3635	src/application/application.cpp	7082b64c55e7	4fc8166b3f7f
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	3700	src/application/application.cpp	d955657650f8	67be566fa371
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	4030	src/application/application.cpp	d01f57687fa2	02e35d842e8e
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	5050	src/application/application.cpp	09bf14b15403	2e2cf4535cad
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	5252	src/application/application.cpp	74e63c51f8ac	c9a0fedc77ce
docs/devel/architecture/11-startup-shutdown.md	src/application/application.cpp	5294	src/application/application.cpp	e36f23e514f5	1e73d492cba5
docs/devel/architecture/11-startup-shutdown.md	src/application/display_manager.cpp	632	src/application/display_manager.cpp	a09fc5bafa65	20f9a2336a6a
docs/devel/architecture/11-startup-shutdown.md	src/application/display_manager.cpp	703	src/application/display_manager.cpp	0f03fd1ad325	480f867948e2
docs/devel/architecture/11-startup-shutdown.md	src/application/static_subject_registry.cpp	54	src/application/static_subject_registry.cpp	ec604c60a3d5	d10ef96b8c39
docs/devel/architecture/11-startup-shutdown.md	src/application/subject_initializer.cpp	228	src/application/subject_initializer.cpp	6ab6e35bda7d	4bc8473f0de6
docs/devel/architecture/11-startup-shutdown.md	src/helix_splash.cpp	83	src/helix_splash.cpp	967823feb11e	a3f4689a8490
docs/devel/architecture/11-startup-shutdown.md	src/helix_watchdog.cpp	875	src/helix_watchdog.cpp	c9e60eb0b217	c86f4dff7b31
docs/devel/architecture/11-startup-shutdown.md	src/helix_watchdog.cpp	1099	src/helix_watchdog.cpp	adeb941bad2d	86d2f886ec99
docs/devel/architecture/11-startup-shutdown.md	src/main.cpp	121	src/main.cpp	8760861ebdc1	8fc68dcdc6e6
docs/devel/architecture/11-startup-shutdown.md	src/xml_registration.cpp	300	src/xml_registration.cpp	c9ebee9d6972	d337cef2fe9a
docs/devel/architecture/12-system-services.md	app_globals.h	116	include/app_globals.h	d7e41938e57b	c6641ef36f15
docs/devel/architecture/12-system-services.md	application.cpp	792	src/application/application.cpp	fe823f5a8af8	944158239cea
docs/devel/architecture/12-system-services.md	application.cpp	899	src/application/application.cpp	af153cae6b92	9ac889c041a9
docs/devel/architecture/12-system-services.md	application.cpp	1037	src/application/application.cpp	791ebaf5d302	b36f8808a9cd
docs/devel/architecture/12-system-services.md	application.cpp	1084	src/application/application.cpp	70dc0c39c1dd	0a457cb76a85
docs/devel/architecture/12-system-services.md	application.cpp	1162	src/application/application.cpp	a8486915f70e	aea6128be723
docs/devel/architecture/12-system-services.md	application.cpp	2109	src/application/application.cpp	3b9fb4713ddc	fd5dfde25cfa
docs/devel/architecture/12-system-services.md	application.cpp	2147	src/application/application.cpp	625847c870d1	133c2a7b34b1
docs/devel/architecture/12-system-services.md	application.cpp	2150	src/application/application.cpp	39a56b3be32b	5521741eb20a
docs/devel/architecture/12-system-services.md	application.cpp	3111	src/application/application.cpp	d90a523d8adb	32bb4296975a
docs/devel/architecture/12-system-services.md	application.cpp	4388	src/application/application.cpp	e7f991fd8aaf	4db97c87966d
docs/devel/architecture/12-system-services.md	application.cpp	4840	src/application/application.cpp	13b8d40f936d	86d489d4aa67
docs/devel/architecture/12-system-services.md	application.cpp	5110	src/application/application.cpp	a311d6d6bd68	bc4622291bf2
docs/devel/architecture/12-system-services.md	crash_reporter.cpp	917	src/system/crash_reporter.cpp	3df419566303	f62e2565d350
docs/devel/architecture/12-system-services.md	crash_reporter.h	233	include/system/crash_reporter.h	9636bf4690d0	cb159b0fe3e9
docs/devel/architecture/12-system-services.md	include/memory_monitor.h	37	include/memory_monitor.h	9b9272d0d005	7ae83bca2eef
docs/devel/architecture/12-system-services.md	include/post_op_cooldown_manager.h	8	include/post_op_cooldown_manager.h	516d1290866c	e4e33e33cbbc
docs/devel/architecture/12-system-services.md	include/system/telemetry_manager.h	20	include/system/telemetry_manager.h	b008fc156aa7	c1d6cc268d8a
docs/devel/architecture/12-system-services.md	include/system/telemetry_manager.h	102	include/system/telemetry_manager.h	9d5f2c0d647a	c53ac61c3a72
docs/devel/architecture/12-system-services.md	include/system/update_checker.h	80	include/system/update_checker.h	732a0b8e79c0	67d0864d3085
docs/devel/architecture/12-system-services.md	include/system/update_checker.h	116	include/system/update_checker.h	760af19f340c	13ae0b73c422
docs/devel/architecture/12-system-services.md	include/ui_notification_manager.h	29	include/ui_notification_manager.h	a6b4da8e4c54	e50d090d9103
docs/devel/architecture/12-system-services.md	include/ui_notification_manager.h	60	include/ui_notification_manager.h	bff34640ae6a	d6432c0fbd1d
docs/devel/architecture/12-system-services.md	moonraker_manager.cpp	435	src/application/moonraker_manager.cpp	cc42bb7e222e	5dbbd556613f
docs/devel/architecture/12-system-services.md	sound_manager.cpp	54	src/system/sound_manager.cpp	1da4b82fd2fc	98c277502e86
docs/devel/architecture/12-system-services.md	sound_manager.cpp	90	src/system/sound_manager.cpp	d09a6a53876f	357a3b4803fd
docs/devel/architecture/12-system-services.md	sound_manager.cpp	265	src/system/sound_manager.cpp	7958a073d661	8dd3bd3decd2
docs/devel/architecture/12-system-services.md	src/application/application.cpp	899	src/application/application.cpp	af153cae6b92	9ac889c041a9
docs/devel/architecture/12-system-services.md	src/application/application.cpp	1037	src/application/application.cpp	791ebaf5d302	b36f8808a9cd
docs/devel/architecture/12-system-services.md	src/application/application.cpp	2147	src/application/application.cpp	625847c870d1	133c2a7b34b1
docs/devel/architecture/12-system-services.md	src/led/led_auto_state.cpp	112	src/led/led_auto_state.cpp	cd109e98832e	4be4c16fb362
docs/devel/architecture/12-system-services.md	src/led/led_controller.cpp	78	src/led/led_controller.cpp	90abcbd3b933	0e530e29b3d1
docs/devel/architecture/12-system-services.md	src/print/print_history_manager.cpp	290	src/print/print_history_manager.cpp	5c87701a5726	3ed8bbb6c9a9
docs/devel/architecture/12-system-services.md	src/printer/timelapse_state.cpp	70	src/printer/timelapse_state.cpp	f5f5469ff1a5	21a6fb63e1a1
docs/devel/architecture/12-system-services.md	src/system/crash_reporter.cpp	998	src/system/crash_reporter.cpp	e675dfae62b4	bf0340948993
docs/devel/architecture/12-system-services.md	src/system/memory_monitor.cpp	58	src/system/memory_monitor.cpp	ea2116e89acf	6817457ca49a
docs/devel/architecture/12-system-services.md	src/system/sound_manager.cpp	97	src/system/sound_manager.cpp	1e1b28f4dbd1	e7c9f008a6b2
docs/devel/architecture/12-system-services.md	src/system/sound_manager.cpp	377	src/system/sound_manager.cpp	d0c50fd8e20f	8dbb2c8030ed
docs/devel/architecture/12-system-services.md	src/system/update_checker.cpp	1241	src/system/update_checker.cpp	f6fc4d947e4d	01a6d5b40746
docs/devel/architecture/12-system-services.md	src/system/update_checker.cpp	2580	src/system/update_checker.cpp	7a48fd8f6124	d0b8ba76dbed
docs/devel/architecture/12-system-services.md	subject_initializer.cpp	390	src/application/subject_initializer.cpp	be84918a15a2	f2568f974dae
docs/devel/architecture/12-system-services.md	update_checker.h	96	include/system/update_checker.h	06426733708e	a32f245caf67
docs/devel/architecture/12-system-services.md	update_checker.h	121	include/system/update_checker.h	eb3dea2c15ee	7e68950e2663
docs/devel/architecture/12-system-services.md	update_checker.h	450	include/system/update_checker.h	72ecc34628c0	0e10f38197d2
docs/devel/architecture/12-system-services.md	update_checker.h	576	include/system/update_checker.h	fc86a3a8e24b	b47dbf6dc639
docs/devel/architecture/13-peripherals.md	application.cpp	1020	src/application/application.cpp	b443cae23415	23d058e72b3d
docs/devel/architecture/13-peripherals.md	bt_plugin.cpp	38	src/bluetooth/bt_plugin.cpp	30ce88c7427c	1b86f6504590
docs/devel/architecture/13-peripherals.md	bt_plugin.cpp	53	src/bluetooth/bt_plugin.cpp	736a84da064f	9f4ea0809c68
docs/devel/architecture/13-peripherals.md	bt_plugin.cpp	92	src/bluetooth/bt_plugin.cpp	91825dc17998	b61682b91c4c
docs/devel/architecture/13-peripherals.md	camera_stream.h	109	include/camera_stream.h	8950178f7c98	3bba5b4e457d
docs/devel/architecture/13-peripherals.md	camera_stream.h	221	include/camera_stream.h	ca25c0dd709b	2edc321797d6
docs/devel/architecture/13-peripherals.md	include/bluetooth_loader.h	13	include/bluetooth_loader.h	7a609a40c064	b335a073042f
docs/devel/architecture/13-peripherals.md	include/bt_print_utils.h	23	include/bt_print_utils.h	00af1e8de8d0	a3d8b1ee8443
docs/devel/architecture/13-peripherals.md	include/bt_print_utils.h	46	include/bt_print_utils.h	b8a8123de9eb	1d9e9b125070
docs/devel/architecture/13-peripherals.md	include/camera_stream.h	36	include/camera_stream.h	313c803f7b6c	ed632aab4f2a
docs/devel/architecture/13-peripherals.md	include/camera_stream.h	47	include/camera_stream.h	e31c015a9efb	9ffcd373f0a1
docs/devel/architecture/13-peripherals.md	include/label_printer.h	44	include/label_printer.h	8837b6d49967	c69785b7e906
docs/devel/architecture/13-peripherals.md	include/label_renderer.h	17	include/label_renderer.h	20a9ad5d5263	bf6c6784b5a6
docs/devel/architecture/13-peripherals.md	include/mdns_discovery.h	54	include/mdns_discovery.h	fdc649045ae1	a312737b54a3
docs/devel/architecture/13-peripherals.md	include/mdns_discovery.h	76	include/mdns_discovery.h	ede64b805184	79b8a9796388
docs/devel/architecture/13-peripherals.md	include/remote_control_server.h	15	include/remote_control_server.h	73500ac1170c	7ba4343345c3
docs/devel/architecture/13-peripherals.md	include/remote_control_server.h	62	include/remote_control_server.h	2678a27b56a4	6d9b0e3e0d07
docs/devel/architecture/13-peripherals.md	include/snapshot_qr_scanner.h	27	include/snapshot_qr_scanner.h	4d3a38dc1ff5	3ddb760d0142
docs/devel/architecture/13-peripherals.md	include/usb_scanner_monitor.h	20	include/usb_scanner_monitor.h	4fbd03266f26	0d0cb2b08c97
docs/devel/architecture/13-peripherals.md	include/usb_scanner_monitor.h	26	include/usb_scanner_monitor.h	64b879b89e80	2608a89bd6f3
docs/devel/architecture/13-peripherals.md	label_printer_utils.cpp	227	src/system/label_printer_utils.cpp	5592caa531de	f04df640531e
docs/devel/architecture/13-peripherals.md	label_printer_utils.cpp	313	src/system/label_printer_utils.cpp	c6d1520f09fa	b59eb7d32944
docs/devel/architecture/13-peripherals.md	remote_client.cpp	198	src/remote/remote_client.cpp	f8e2704e57fb	2752b1692ae8
docs/devel/architecture/13-peripherals.md	remote_control_server.cpp	102	src/remote/remote_control_server.cpp	47b49bc2114c	74e7b6878a4c
docs/devel/architecture/13-peripherals.md	remote_control_server.cpp	249	src/remote/remote_control_server.cpp	b8cd3f024128	9a1507e573a4
docs/devel/architecture/13-peripherals.md	remote_control_server.cpp	286	src/remote/remote_control_server.cpp	c7ea118359e8	14bd92d964ba
docs/devel/architecture/13-peripherals.md	src/bluetooth/bt_bus_thread.h	19	src/bluetooth/bt_bus_thread.h	c6bc333f5acf	fcbf1ca472ee
docs/devel/architecture/13-peripherals.md	src/bluetooth/bt_bus_thread.h	27	src/bluetooth/bt_bus_thread.h	87d6d8b9bc0f	2f19aedb8b00
docs/devel/architecture/13-peripherals.md	src/bluetooth/bt_plugin.cpp	53	src/bluetooth/bt_plugin.cpp	736a84da064f	9f4ea0809c68
docs/devel/architecture/13-peripherals.md	src/main.cpp	126	src/main.cpp	ed80bad325cc	2af1aa515807
docs/devel/architecture/13-peripherals.md	src/remote/remote_client.cpp	198	src/remote/remote_client.cpp	f8e2704e57fb	2752b1692ae8
docs/devel/architecture/13-peripherals.md	src/remote/remote_control_server.cpp	249	src/remote/remote_control_server.cpp	b8cd3f024128	9a1507e573a4
docs/devel/architecture/13-peripherals.md	src/system/bt_print_utils.cpp	23	src/system/bt_print_utils.cpp	00af1e8de8d0	6c9d46d2f5b6
docs/devel/architecture/13-peripherals.md	src/system/camera_stream.cpp	58	src/system/camera_stream.cpp	894b6bf964e2	b4abbef7d189
docs/devel/architecture/13-peripherals.md	src/system/label_printer_utils.cpp	86	src/system/label_printer_utils.cpp	f2e40b1d7f59	702588d835da
docs/devel/architecture/13-peripherals.md	src/ui/panel_widgets/camera_widget.cpp	492	src/ui/panel_widgets/camera_widget.cpp	463d04e0d4a5	d43979c932ed
docs/devel/architecture/13-peripherals.md	src/ui/ui_overlay_qr_scanner.cpp	324	src/ui/ui_overlay_qr_scanner.cpp	cfb028c22b46	e5ab3874989f
docs/devel/architecture/13-peripherals.md	src/ui/ui_overlay_qr_scanner.cpp	383	src/ui/ui_overlay_qr_scanner.cpp	a3cc85a624e8	4375a71e9c81
docs/devel/architecture/13-peripherals.md	src/ui/ui_settings_label_printer.cpp	1117	src/ui/ui_settings_label_printer.cpp	2d9963c71f08	70f9e1f36922
docs/devel/architecture/13-peripherals.md	usb_scanner_monitor.h	62	include/usb_scanner_monitor.h	a6480c44b231	3c8d2db433da
docs/devel/architecture/14-build-platforms.md	lv_conf.h	1152	lv_conf.h	8ceb141ef4ca	b880831fbddf
docs/devel/architecture/14-build-platforms.md	mk/cross.mk	8	mk/cross.mk	70cb3f933fdc	d10d1851d627
docs/devel/architecture/14-build-platforms.md	mk/cross.mk	240	mk/cross.mk	d37059fe7ef8	8170bf854f01
docs/devel/architecture/14-build-platforms.md	mk/cross.mk	644	mk/cross.mk	1780a5d29c5b	368b3732f825
docs/devel/architecture/14-build-platforms.md	mk/cross.mk	704	mk/cross.mk	ef8573753874	46e13091a7ba
docs/devel/architecture/14-build-platforms.md	mk/cross.mk	914	mk/cross.mk	2b098be1f600	9d129e0ba9fc
docs/devel/architecture/14-build-platforms.md	mk/display-lib.mk	23	mk/display-lib.mk	8cee9eeedd68	58a742271040
docs/devel/architecture/14-build-platforms.md	mk/fonts.mk	179	mk/fonts.mk	0bcd86dd0a8d	450baa7a2d8b
docs/devel/architecture/14-build-platforms.md	mk/patches.mk	187	mk/patches.mk	a7717cc801a7	cb499622c1bd
docs/devel/architecture/14-build-platforms.md	mk/patches.mk	195	mk/patches.mk	1c9d1da1095d	64cd47623049
docs/devel/architecture/14-build-platforms.md	mk/rules.mk	49	mk/rules.mk	ba63303391aa	95be71b076aa
docs/devel/architecture/14-build-platforms.md	mk/rules.mk	123	mk/rules.mk	4ec48888fdc8	fe5f79475bd7
docs/devel/architecture/14-build-platforms.md	mk/rules.mk	214	mk/rules.mk	677db6a5c24f	4aa693708d6e
docs/devel/architecture/14-build-platforms.md	mk/tests.mk	397	mk/tests.mk	b76685ffd007	3dce62fd7aa3
docs/devel/architecture/14-build-platforms.md	mk/tests.mk	400	mk/tests.mk	9717c7c7c221	bf7d67c957b0
docs/devel/architecture/14-build-platforms.md	mk/translations.mk	84	mk/translations.mk	efc1f91df530	9f97ce07c4fc
docs/devel/architecture/14-build-platforms.md	scripts/setup-worktree.sh	1	scripts/setup-worktree.sh	540d4428a52d	3de4973e80d9
docs/devel/architecture/14-build-platforms.md	src/api/display_backend.cpp	199	src/api/display_backend.cpp	c89b2971ded9	01837564c908
docs/devel/architecture/14-build-platforms.md	src/api/display_backend.cpp	242	src/api/display_backend.cpp	215bb69fe26b	db783b634a34
docs/devel/architecture/15-known-debt.md	include/sensor_registry.h	60	include/sensor_registry.h	7f03fa23f905	68f5a7ddc2d4
docs/devel/architecture/15-known-debt.md	scripts/check_imperative_ui.py	10	scripts/check_imperative_ui.py	10d17ed720c9	02bdf36e7680
docs/devel/architecture/15-known-debt.md	scripts/quality-checks.sh	1601	scripts/quality-checks.sh	c1311e45b528	e1e5b48c3ef8
docs/devel/architecture/15-known-debt.md	src/api/moonraker_discovery_sequence.cpp	856	src/api/moonraker_discovery_sequence.cpp	859d76692100	84ebb0feab81
