file,bucket,blocking,via,first_error
src/ui/tour/first_run_tour.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/tour/tour_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/tour/tour_steps.cpp,A,,,
src/ui/ui_ams_context_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_ams_current_tool.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_detail.cpp,C,int32_t=long on Xtensa (std::min/max/clamp arg mix),,"/home/pbrown/Code/Printing/helixscreen/src/ui/ui_ams_detail.cpp:377:29: error: no matching function for call to 'max(long int, const int&)'"
src/ui/ui_ams_device_operations_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_ams_device_section_detail_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_ams_edit_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_environment_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_loading_error_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_ams_mini_status.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_selector_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_ams_sidebar.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_slot.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_ams_tool_text.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_bed_mesh.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_buffer_meter.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_busy_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_button.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_bypass_spool_widget.cpp,A,,,
src/ui/ui_card.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_carousel.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_change_host_modal.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_clog_meter.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_coalesced_timer.cpp,A,,,
src/ui/ui_color_picker.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_component_header_bar.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_component_keypad.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_confetti.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_context_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_crash_report_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_debug_bundle_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_dialog.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_effects.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_emergency_stop.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_endless_spool_arrows.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_exclude_object_map_view.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_exclude_object_modal.cpp,A,,,
src/ui/ui_exclude_object_side_list.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_external_spool_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_fan_arc_resize.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_fan_control_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_fan_dial.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_fatal_error.cpp,A,,,
src/ui/ui_filament_catalog_picker.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_catalog_selector.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_mapping_card.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_mapping_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_path_anim.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_path_canvas.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_path_glyphs.cpp,A,,,
src/ui/ui_filament_path_layers.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filament_path_topology.cpp,A,,,
src/ui/ui_filament_runout_handler.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_filament_slot_picker.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_filename_utils.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_format_utils.cpp,A,,,
src/ui/ui_frequency_response_chart.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_gcode_viewer.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_gradient_canvas.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_heating_animator.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_history_list_view.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_hsv_picker.cpp,C,int32_t=long on Xtensa (std::min/max/clamp arg mix),,"/home/pbrown/Code/Printing/helixscreen/src/ui/ui_hsv_picker.cpp:274:19: error: no matching function for call to 'clamp(int32_t&, int, long int)'"
src/ui/ui_icon.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_icon_loader.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_image_helpers.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_info_qr_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_job_queue_modal.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_jog_pad.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_keyboard_manager.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_led_chip_factory.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_led_control_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_lock_screen.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_macro_enhance_wizard.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_markdown.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_multiselect.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_nav_manager.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_notification.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_notification_badge.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_notification_history.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_notification_manager.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_overlay_console_settings.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_overlay_network_settings.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_overlay_performance.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_overlay_printer_image.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_overlay_qr_scanner.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_overlay_retraction_settings.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_overlay_temp_graph.cpp,C,rtti (CONFIG_COMPILER_CXX_RTTI=y flips this),include/panel_widget_manager.h,/home/pbrown/Code/Printing/helixscreen/include/panel_widget_manager.h:40:51: error: cannot use 'typeid' with '-fno-rtti'
src/ui/ui_overlay_timelapse_install.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_overlay_timelapse_settings.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_overlay_timelapse_videos.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_advanced.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_ams.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_ams_overview.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_base.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_bed_mesh.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_belt_tension.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_calibration_pid.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_calibration_zoffset.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_common.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_console.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_controls.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_filament.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_gcode_test.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_glyphs.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_history_dashboard.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_history_list.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_home.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_input_shaper.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_macros.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_memory_stats.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_motion.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_notification_history.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_power.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_print_select.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_print_status.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_screws_tilt.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_settings.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_spoolman.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_panel_step_test.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_panel_test.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_pin_entry_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_pin_utils.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_plugin_install_modal.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_position_utils.cpp,A,,,
src/ui/ui_pre_print_options_renderer.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_print_cancel_modal.cpp,A,,,
src/ui/ui_print_exclude_object_manager.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_light_timelapse.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_preparation_manager.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_select_card_view.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_select_detail_view.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_select_file_provider.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_select_file_sorter.cpp,A,,,
src/ui/ui_print_select_history.cpp,A,,,
src/ui/ui_print_select_list_view.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_select_path_navigator.cpp,A,,,
src/ui/ui_print_select_usb_source.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_start_controller.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_print_tune_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_printer_list_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_printer_manager_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_printer_status_icon.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_printer_switch_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_probe_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_progress_arc.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_progress_bar.cpp,C,int32_t=long on Xtensa (std::min/max/clamp arg mix),,"/home/pbrown/Code/Printing/helixscreen/src/ui/ui_progress_bar.cpp:37:27: error: no matching function for call to 'clamp(int32_t&, int, int)'"
src/ui/ui_resume_dispatch.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_runout_guidance_modal.cpp,A,,,
src/ui/ui_save_z_offset_modal.cpp,A,,,
src/ui/ui_screensaver.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_about.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_barcode_scanner.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_display_sound.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_fans.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_hardware.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_hardware_health.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_help.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_label_printer.cpp,C,missing #include <thread> (transitive include differs),,/home/pbrown/Code/Printing/helixscreen/src/ui/ui_settings_label_printer.cpp:1109:22: error: 'thread' is not a member of 'std'
src/ui/ui_settings_led.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_machine_limits.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_macro_buttons.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_material_temps.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_plugins.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_printing.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_safety.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_settings_security.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_sensors.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_system.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_telemetry_data.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_settings_touch.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_severity_card.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_snake_game.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_sound_preview_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_spinner.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_split_button.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_spool_canvas.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_spool_drawing.cpp,A,,,
src/ui/ui_spool_wizard.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_spoolman_context_menu.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_spoolman_edit_modal.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_spoolman_list_view.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_spoolman_overlay.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_spoolman_setup.cpp,A,,,
src/ui/ui_status_pill.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_step_progress.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_subscription_guard.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_swatch.cpp,A,,,
src/ui/ui_switch.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_system_path_canvas.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_temp_display.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_temp_graph.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_temperature_utils.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_text.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_text_input.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_theme_editor_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_toast_manager.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_touch_calibration_overlay.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_utils.cpp,A,,,
src/ui/ui_variant.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_widget_catalog_overlay.cpp,C,rtti (CONFIG_COMPILER_CXX_RTTI=y flips this),include/panel_widget_manager.h,/home/pbrown/Code/Printing/helixscreen/include/panel_widget_manager.h:40:51: error: cannot use 'typeid' with '-fno-rtti'
src/ui/ui_wizard.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_ams_identify.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_connection.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_fan_select.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_filament_sensor_select.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_hardware_selector.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_heater_select.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_helpers.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_input_shaper.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_language_chooser.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_led_select.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_printer_identify.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/ui_wizard_summary.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_telemetry.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_touch_calibration.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_wizard_wifi.cpp,B,spdlog/fmt/json via shim,,
src/ui/ui_z_offset_indicator.cpp,B,spdlog/fmt/json via shim,,
src/ui/upgrade_banner.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/widgets/favorite_macro_config.cpp,B,spdlog/fmt/json via shim,,
src/ui/widgets/favorite_macro_widget.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/widgets/power_device_widget.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
src/ui/wizard_step_registry.cpp,A,,,
src/ui/wizard_validation.cpp,A,,,
src/ui/z_offset_utils.cpp,D,hv/Event.h,include/moonraker_client.h,/home/pbrown/Code/Printing/helixscreen/include/moonraker_client.h:40:10: fatal error: hv/Event.h: No such file or directory
